ID,Name,Age,Nationality,Overall,Club
245586,Guerrero,20,Spain,62,CF Reus Deportiu
211283,K. Nowak,23,Poland,62,Górnik Zabrze
236627,J. Kade,19,Germany,62,Hertha BSC
225364,W. Miller,22,England,62,Burton Albion
242260,B. Šerbečić,20,Bosnia Herzegovina,62,Rosenborg BK
244308,G. Fuentes,21,Colombia,62,Junior FC
184148,J. Coppens,27,Belgium,62,FC Carl Zeiss Jena
206165,L. Maniero,23,Italy,62,Cittadella
238165,S. Antonijevic,29,United States,62,Lillestrøm SK
246613,J. Zwarts,19,Netherlands,62,Feyenoord
222294,Sun Shilin,29,China PR,62,Shanghai Greenland Shenhua FC
237654,L. Rodríguez,23,Colombia,62,Envigado FC
244822,R. Fergonzi,29,Argentina,62,Patriotas Boyacá FC
225623,M. Makasi,22,England,62,West Ham United
232023,A. Pelvas,29,Finland,62,HJK Helsinki
235607,T. Rocha,24,United States,62,Orlando City SC
237143,H. Suárez,24,Colombia,62,Atlético Huila
245079,A. Oviedo,22,Paraguay,62,Newell's Old Boys
240216,M. Carraro,20,Italy,62,Foggia
243032,Hugo Duro,18,Spain,62,Getafe CF
182360,Cao Yang,36,China PR,62,Tianjin TEDA FC
210009,K. McHattie,24,Scotland,62,Derry City
226393,N. Pelaitay,25,Argentina,62,San Martín de San Juan
244569,U. Torres,20,Mexico,62,Club América
246617,Javi Mier,19,Spain,62,Real Oviedo
192857,D. Facchin,31,Italy,62,Venezia FC
206170,J. Turnbull,23,England,62,Northampton Town
227418,J. Manns,22,Sweden,62,IF Elfsborg
234586,D. Al Qarni,29,Saudi Arabia,62,Al Fayha
239706,D. Erdoğan,21,Turkey,62,LASK Linz
198491,J. Eiswohld,28,Sweden,62,IK Sirius
202075,K. Sarkodie,27,United States,62,Trelleborgs FF
213339,B. Garmston,24,Republic of Ireland,62,Gillingham
215131,M. Cubillos,22,Chile,62,Deportes Iquique
216155,H. Cornick,23,England,62,Luton Town
223579,Ernest Forgás,24,Spain,62,CF Reus Deportiu
239451,K. Appin,20,France,62,KSV Cercle Brugge
245595,Abenza,22,Spain,62,UD Almería
204892,D. Schütz,27,Austria,62,SKN St. Pölten
208988,H. Shaian,29,Saudi Arabia,62,Al Taawoun
221788,Yun Sang Ho,26,Korea Republic,62,Incheon United FC
173660,P. Caddis,30,Scotland,62,Bradford City
239452,I. Diallo,19,France,62,Stade Brestois 29
202333,M. Sak,28,Turkey,62,MKE Ankaragücü
222045,C. Halkett,23,Scotland,62,Livingston FC
228701,S. Al Masrahi,31,Saudi Arabia,62,Al Batin
231005,C. Ogbene,21,Republic of Ireland,62,Exeter City
240221,C. Cisternas,32,Chile,62,Curicó Unido
237918,D. Sugimoto,24,Japan,62,Yokohama F. Marinos
244318,L. Lapoussin,22,France,62,Red Star FC
242015,Nam Seung Woo,26,Korea Republic,62,Gangwon FC
243807,C. Sibbald,23,Scotland,62,Livingston FC
244575,A. Sánchez,19,Mexico,62,Cruz Azul
191327,Y. Tasaka,32,Japan,62,Kawasaki Frontale
240992,N. Estévez,22,Argentina,62,Estudiantes de La Plata
238689,T. Siedschlag,30,Germany,62,Holstein Kiel
244321,D. Mullen,23,Scotland,62,St. Mirren
189281,C. Clements,28,England,62,Cheltenham Town
235618,K. Wilson,18,England,62,Walsall
239458,B. Kraev,21,Bulgaria,62,FC Midtjylland
241250,F. Baise,38,Hong Kong,62,Guizhou Hengfeng FC
242018,D. Grubb,26,England,62,Forest Green Rovers
211299,K. Roos,26,Netherlands,62,Derby County
241251,Longchang Lin,28,China PR,62,Guizhou Hengfeng FC
242275,A. Mosquera,30,Colombia,62,La Equidad
191331,T. Yokoyama,33,Japan,62,Hokkaido Consadole Sapporo
244836,J. Segre,21,Italy,62,Venezia FC
194148,M. O'Brien,25,Republic of Ireland,62,Newport County
213093,J. Clisby,26,Australia,62,Central Coast Mariners
225125,H. Anderson,21,England,62,Lincoln City
240997,Kike,18,Spain,62,Rayo Vallecano
241765,C. Akas,24,Nigeria,62,Kalmar FF
192101,M. Thorbjörnsson,30,Sweden,62,Dalkurd FF
210790,A. Al Zubaidi,25,Saudi Arabia,62,Al Raed
211814,M. Kühne,30,Germany,62,FC Carl Zeiss Jena
222566,T. Majrashi,27,Saudi Arabia,62,Ohod Club
228454,M. Ofkir,21,Norway,62,Sandefjord Fotball
238182,A. Amaya,17,Colombia,62,Atlético Huila
182374,Du Zhenyu,35,China PR,62,Changchun Yatai FC
205159,C. Raglan,25,England,62,Oxford United
208999,D. Wright,23,England,62,St. Johnstone FC
245351,W. Pérez,19,Argentina,62,Club Atlético Huracán
213864,B. Utvik,22,Norway,62,Sarpsborg 08 FF
235368,E. Torres,20,Mexico,62,Guadalajara
211305,A. Tabanelli,28,Italy,62,Lecce
211817,A. Berzel,26,Germany,62,TSV 1860 München
212329,J. Cranston,24,Wales,62,Morecambe
154729,C. Stefańczyk,34,Poland,62,Wisła Płock
228713,M. Gómez,21,Colombia,62,Envigado FC
230505,Fachendinho,26,Brazil,62,Santos
236649,Y. van Osch,21,Netherlands,62,PSV
224618,Lin Chuangyi,25,China PR,62,Shanghai SIPG FC
235370,Yago,21,Brazil,62,Lobos BUAP
207723,S. van der Lei,25,Netherlands,62,Dalkurd FF
223083,M. Austin,27,Australia,62,Newcastle Jets
244843,W. Balikwisha,19,Belgium,62,Standard de Liège
216172,M. Piątkowski,33,Poland,62,Miedź Legnica
243052,H. Löfkvist,23,Sweden,62,Dalkurd FF
194412,B. N'Gala,28,England,62,Crawley Town
227693,N. Gjorgjev,20,FYR Macedonia,62,Grasshopper Club Zürich
232558,I. Anthony,20,Nigeria,62,FK Haugesund
170350,J. Delétraz,32,France,62,Grenoble Foot 38
213871,K. Junker,24,Denmark,62,AC Horsens
242287,F. Ortega,19,Argentina,62,Vélez Sarsfield
243311,Josep Martínez,20,Spain,62,UD Las Palmas
243567,S. Barratt,22,England,62,Southend United
214385,O. Rodas,31,Colombia,62,Boyacá Chicó FC
235121,B. Lozano,21,Mexico,62,U.N.A.M.
240497,I. Wadji,23,Senegal,62,FK Haugesund
182385,Liu Weidong,31,China PR,62,Chongqing Dangdai Lifan FC SWM Team
183665,B. Prokopič,30,Austria,62,SCR Altach
189041,M. Gardawski,27,Germany,62,Korona Kielce
225650,T. King,23,England,62,AFC Wimbledon
227698,P. Sarr,25,Senegal,62,FC Zürich
238194,N. Bustos,19,Argentina,62,Club Atlético Talleres
238962,M. Bauer,23,Germany,62,SpVgg Unterhaching
239986,Javi Alonso,19,Spain,62,CD Tenerife
181106,H. Hosogai,32,Japan,62,Kashiwa Reysol
235123,A. Iniestra,22,Mexico,62,U.N.A.M.
237683,N. Holland,20,England,62,West Ham United
240755,P. Nguinda,22,France,62,KSV Cercle Brugge
242291,K. Brünker,24,Germany,62,Bradford City
53363,A. Collin,33,England,62,Carlisle United
221812,A. Al Shamekh,25,Saudi Arabia,62,Al Raed
231284,R. Delaney,21,Republic of Ireland,62,Rochdale
232820,K. Yamamoto,28,Japan,62,Júbilo Iwata
237428,S. Nakahara,24,Japan,62,V-Varen Nagasaki
239476,S. Ingolitsch,21,Austria,62,SKN St. Pölten
200821,L. D'Ath,25,England,62,Milton Keynes Dons
230517,Tiagildo Serra,30,Brazil,62,Sport Club do Recife
169333,S. Rasswalder,31,Austria,62,TSV Hartberg
235125,J. Esquivel,20,Mexico,62,Lobos BUAP
236661,F. Baak,19,Germany,62,Hertha BSC
186229,Zhang Chiming,29,China PR,62,Tianjin TEDA FC
191093,R. Pillot,27,France,62,La Berrichonne de Châteauroux
209526,S. Kavanagh,24,Republic of Ireland,62,Shamrock Rovers
217718,S. Nattestad,23,Faroe Islands,62,AC Horsens
239990,T. Broadbent,26,England,62,Bristol Rovers
176246,M. Bottani,27,Switzerland,62,FC Lugano
186230,Feng Zhuoyi,29,China PR,62,Henan Jianye FC
196983,A. Falch,26,Norway,62,Sarpsborg 08 FF
232567,K. Ono,28,Japan,62,Shonan Bellmare
232823,H. Kawabe,22,Japan,62,Sanfrecce Hiroshima
234615,R. Rabeï,23,France,62,Amiens SC
187511,D. Duarte,33,Mexico,62,Atlético Huila
240248,R. Hutton,19,England,62,Birmingham City
239226,J. Torres,18,United States,62,Sporting Lokeren
242554,B. Bye,22,United States,62,New England Revolution
236667,J. Iritier,23,Argentina,62,Club Atlético Aldosivi
239995,P. López,20,Mexico,62,Pachuca
240251,L. Salas,20,Chile,62,CD Antofagasta
189307,L. Young,28,England,62,Crawley Town
209532,D. Bachmann,23,Austria,62,Kilmarnock
210812,D. Olsson,23,Sweden,62,GIF Sundsvall
229756,S. Nkansah,22,Germany,62,Eintracht Braunschweig
238460,R. Brewster,18,England,62,Liverpool
240252,V. Méndez,18,Chile,62,Unión Española
193404,M. Veloso,26,Switzerland,62,Neuchâtel Xamax
193660,Y. Arquin,30,France,62,Yeovil Town
219261,M. Jelavić,24,Croatia,62,Royal Excel Mouscron
238205,A. Edathodika,31,India,62,
238461,Luis Perea,20,Spain,62,CA Osasuna
239741,J. Villalba,19,Paraguay,62,Borussia Mönchengladbach
245631,Perera,21,Spain,62,Deportivo Alavés
238208,E. Kane,23,Senegal,62,Sandefjord Fotball
244608,Carlitos,25,Portugal,62,Wisła Płock
246144,B. Mwila,24,Zambia,62,SCR Altach
243841,S. Pittman,25,Scotland,62,Livingston FC
181377,E. Bajrami,30,Sweden,62,IF Elfsborg
140418,R. Duffy,32,Wales,62,Notts County
214658,J. Karlström,23,Sweden,62,Djurgårdens IF
221826,Li Tixiang,28,China PR,62,Guangzhou R&F; FC
239746,L. Watkowiak,22,Germany,62,SV Wehen Wiesbaden
240258,O. Sangante,27,Senegal,62,La Berrichonne de Châteauroux
208771,G. Buckley,24,Republic of Ireland,62,Cork City
236675,K. Jakob,20,Germany,62,FC Augsburg
245635,Dani Sandoval,20,Spain,62,Real Oviedo
225924,D. Sosa,26,Argentina,62,Godoy Cruz
229508,S. Sprangler,23,Austria,62,Wolfsberger AC
231556,T. Schmidt,24,Germany,62,VfL Sportfreunde Lotte
242308,I. Chenihi,28,Algeria,62,Al Fateh
216453,L. Shephard,23,Wales,62,Forest Green Rovers
234629,K. Dirks Riis,21,Denmark,62,Esbjerg fB
235397,N. Freeman,22,England,62,Wycombe Wanderers
201094,B. Garratt,24,England,62,Crewe Alexandra
213894,H. White,23,England,62,Mansfield Town
226182,Sui Weijie,35,China PR,62,Chongqing Dangdai Lifan FC SWM Team
230534,S. Mvibudulu,25,DR Congo,62,SG Sonnenhof Großaspach
238214,M. Degerlund,20,Sweden,62,Hammarby IF
235655,M. Al Enazi,34,Saudi Arabia,62,Al Batin
237959,J. Delem,25,France,62,Seattle Sounders FC
245639,André Anderson,18,Brazil,62,US Salernitana 1919
208776,F. Stritzel,24,Germany,62,SV Darmstadt 98
235656,W. Al Anazi,23,Saudi Arabia,62,Al Shabab
208009,W. Jobello,24,France,62,GFC Ajaccio
226186,Luo Xin,28,China PR,62,Beijing Renhe FC
184714,M. Green,31,England,62,Lincoln City
235147,T. David,21,Netherlands,62,ADO Den Haag
239244,A. Danek,23,Poland,62,Cracovia
240012,F. Mussa,22,Tanzania,62,CD Tenerife
182156,G. Bolger,29,Republic of Ireland,62,Shamrock Rovers
211597,G. Glendon,23,England,62,Carlisle United
242573,D. Caicedo,18,Colombia,62,Deportivo Cali
177549,D. Oduro,32,Ghana,62,San Jose Earthquakes
243853,M. Maphangule,26,South Africa,62,Orlando Pirates
212366,J. Sheehan,23,Wales,62,Newport County
244110,Jesús Jiménez,24,Spain,62,Górnik Zabrze
245390,G. Traoré,18,France,62,Amiens SC
199311,Lee Hyun Woong,30,Korea Republic,62,Gyeongnam FC
197776,T. Drage,26,Norway,62,FK Bodø/Glimt
246416,L. Dajaku,17,Germany,62,VfB Stuttgart
209041,Y. Al Musallam,31,Saudi Arabia,62,Al Raed
240529,Rayco,21,Spain,62,CD Lugo
232338,Han Hee Hoon,27,Korea Republic,62,Daegu FC
236434,H. Muñoz,23,Mexico,62,Club Tijuana
242578,B. Badiashile,17,France,62,AS Monaco
10899,C. Porter,34,England,62,Crewe Alexandra
220819,R. Kitto,23,Australia,62,Adelaide United
244115,N. Taravel,23,France,62,Grenoble Foot 38
246419,Y. Verschaeren,16,Belgium,62,RSC Anderlecht
195219,L. Wilkinson,26,England,62,Stevenage
241044,M. Osores,21,Argentina,62,Atlético Tucumán
245652,M. Gueye,20,Senegal,62,AS Saint-Étienne
184980,I. Bermingham,29,Republic of Ireland,62,St. Patrick's Athletic
223381,M. Demetriou,28,England,62,Newport County
234645,N. McGinley,21,England,62,Forest Green Rovers
234901,N. Shipnoski,20,Germany,62,SV Wehen Wiesbaden
245653,J. Murray,22,Australia,62,Central Coast Mariners
157590,J. Mauersberger,33,Germany,62,TSV 1860 München
237718,S. Ambri,20,France,62,Valenciennes FC
199831,R. Sattelmaier,30,Germany,62,SV Darmstadt 98
214679,H. Gjesdal,24,Norway,62,Kristiansund BK
182423,Yang Shanping,30,China PR,62,Dalian YiFang FC
176792,M. Pode,32,Sweden,62,Trelleborgs FF
242328,N. Stierlin,18,Germany,62,RB Leipzig
213401,A. Startsev,24,Kazakhstan,62,FC Energie Cottbus
234649,D. Petrovic,25,Serbia,62,SKN St. Pölten
182681,C. Daniel,30,England,62,Peterborough United
211610,J. Anderson,22,England,62,Doncaster Rovers
222618,Kim Sang Won,26,Korea Republic,62,Jeju United FC
225946,O. Shenton,20,England,62,Stoke City
231834,N. Rinderknecht,20,Germany,62,FC Ingolstadt 04
235162,H. Al Habib,23,Saudi Arabia,62,Ettifaq FC
237978,J. Díaz,19,Mexico,62,Tigres U.A.N.L.
241562,N. Díaz,19,Chile,62,CD Palestino
192154,J. Payne,27,England,62,Crawley Town
244635,M. Pronichev,18,Russia,62,FC Erzgebirge Aue
235932,A. Dadakdeniz,18,Turkey,62,Bursaspor
243100,Li Shuai,23,China PR,62,Dalian YiFang FC
243868,V. Emmersón,22,Congo,62,Vejle Boldklub
244380,V. Mykolenko,19,Ukraine,62,Dynamo Kyiv
246428,K. Çelik,18,Turkey,62,Kayserispor
201117,W. Pawłowski,25,Poland,62,Górnik Zabrze
222621,Du Jia,25,China PR,62,Tianjin TEDA FC
237213,J. Knight,20,England,62,Leicester City
242077,Samuel,21,Spain,62,CD Tenerife
219550,O. Palmer,26,England,62,Crawley Town
225694,T. Thomas,22,England,62,AFC Wimbledon
229534,E. Sanhueza,22,Chile,62,Audax Italiano
237982,Y. Guzmán,20,Colombia,62,Envigado FC
238238,J. Schneider,24,Germany,62,FC St. Pauli
192158,M. Albornoz,30,Sweden,62,IK Sirius
239775,F. Senninger,22,Germany,62,SV Meppen
240031,E. Ćivić,22,Bosnia Herzegovina,62,Sparta Praha
245151,F. Crisanto,27,Honduras,62,Lobos BUAP
223904,J. Gerezgiher,22,Germany,62,SG Sonnenhof Großaspach
239776,J. Hoffmann,22,Germany,62,SG Sonnenhof Großaspach
226721,G. Alcalá,25,Mexico,62,Querétaro
242081,A. Almendra,18,Argentina,62,Boca Juniors
211362,A. Dźwigała,22,Poland,62,Wisła Płock
216226,A. Kenyon,25,England,62,Morecambe
224418,S. Friðjónsson,22,Iceland,62,Vålerenga Fotball
225442,F. Illarregui,21,Argentina,62,Argentinos Juniors
209315,D. Butler,23,England,62,Newport County
228771,J. Mosquera,21,Colombia,62,Envigado FC
237475,H. Özkan,20,Turkey,62,KV Oostende
203428,E. Hewitt,24,Wales,62,Notts County
231588,Joan Sastre,21,Spain,62,RCD Mallorca
245156,F. Russo,23,Argentina,62,RCD Mallorca
221349,J. Nuttall,21,England,62,Blackburn Rovers
236197,Hélton Carvalhal,26,Brazil,62,Ceará Sporting Club
244133,A. Rossipal,22,Germany,62,SV Sandhausen
182949,Wang Shouting,32,China PR,62,Changchun Yatai FC
193957,C. Montano,26,Colombia,62,Port Vale
228006,A. Abang,21,Cameroon,62,New York Red Bulls
233382,Seol Tae Soo,23,Korea Republic,62,Ulsan Hyundai FC
234918,M. Nalepa,23,Poland,62,Arka Gdynia
244134,B. Kapacak,18,Turkey,62,Bursaspor
244390,M. Bülter,25,Germany,62,1. FC Magdeburg
209831,M. Koné,24,France,62,ESTAC Troyes
227751,Bae Jae Woo,25,Korea Republic,62,Ulsan Hyundai FC
240807,O. Shaw,20,Scotland,62,Hibernian
241575,M. van Kins,19,Netherlands,62,ADO Den Haag
242343,N. Thaller,19,Argentina,62,Club Atlético Lanús
244903,Elbis,25,Brazil,62,Pachuca
246439,Viti,21,Spain,62,Gimnàstic de Tarragona
233128,M. Kouhyar,20,Afghanistan,62,Walsall
169896,R. Sutton,32,England,62,Tranmere Rovers
198825,M. Cullen,26,England,62,Blackpool
213673,A. Kiwomya,22,England,62,Doncaster Rovers
220841,J. Sanchez,23,Colombia,62,Itagüí Leones FC
239529,F. Onyeka,20,Nigeria,62,FC Midtjylland
243881,C. Krempicki,23,Germany,62,KFC Uerdingen 05
192937,Marc Vales,28,Andorra,62,Sandefjord Fotball
223146,F. Rodríguez,22,Switzerland,62,FC Luzern
210347,I. Lučić,23,Austria,62,FK Austria Wien
186539,B. Kukeli,34,Albania,62,FC Sion
223404,A. Fisher,28,England,62,Yeovil Town
226220,M. Rodriguez,22,United States,62,Houston Dynamo
241068,A. Dávila,19,Uruguay,62,Real Sociedad
244652,K. Mawatari,27,Japan,62,Sanfrecce Hiroshima
246188,D. Hernández,18,Mexico,62,Guadalajara
215725,Quinti,21,Spain,62,Villarreal CF
240045,I. Ljubić,21,Austria,62,TSV Hartberg
246189,C. Arano,23,Bolivia,62,
235950,F. Barceló,25,Uruguay,62,Patronato
237742,K. Fukai,23,Japan,62,Hokkaido Consadole Sapporo
244398,H. Sy,22,Mauritania,62,Red Star FC
234671,J. Odgaard,19,Denmark,62,Sassuolo
242351,T. Bunmathan,28,Thailand,62,Vissel Kobe
211888,M. Willsch,27,Germany,62,TSV 1860 München
236721,L. Fomba,20,France,62,AJ Auxerre
238769,C. Huérfano,22,Colombia,62,Millonarios FC
242865,I. Govea,21,Mexico,62,Club Atlas
221106,B. Gladwin,26,England,62,Blackburn Rovers
233394,Huang Zhengyu,21,China PR,62,Guangzhou R&F; FC
238514,A. Verdugo,20,Argentina,62,Godoy Cruz
222387,V. Slivka,23,Lithuania,62,Hibernian
225203,L. Kelly,22,Scotland,62,Livingston FC
232371,W. Hashimoto,31,Japan,62,Vissel Kobe
228788,J. Broh Tonye,21,Italy,62,Padova
229045,A. Kanté,23,Gambia,62,AS Béziers
243125,S. Strand,25,Sweden,62,Dalkurd FF
244661,Vitinho,18,Brazil,62,KSV Cercle Brugge
242102,F. Mayer,20,Germany,62,Borussia Mönchengladbach
187830,B. Maguire,28,Netherlands,62,Limerick FC
198071,G. Williams,25,England,62,Milton Keynes Dons
211127,M. Håkansson,25,Sweden,62,Trelleborgs FF
230583,F. Kohls,23,Germany,62,FC Würzburger Kickers
240311,L. Zidane,20,France,62,Real Madrid
208056,Jeon Hyeon Chul,27,Korea Republic,62,Daegu FC
213688,J. Weir,22,England,62,Hull City
163768,M. Rose,35,England,62,Macclesfield Town
169912,B. Moore,29,England,62,Bury
237496,D. Mihailovic,19,United States,62,Chicago Fire
246200,G. Zabret,22,Slovenia,62,Swansea City
221369,K. Al Kaabi,26,Saudi Arabia,62,Al Shabab
213434,J. Brown,23,Jamaica,62,Cambridge United
214458,D. Rosende,32,Chile,62,CD Palestino
229818,D. Baumgartner,21,Austria,62,FC Wacker Innsbruck
231354,M. Pantović,21,Serbia,62,VfL Bochum 1848
244410,M. Goncalves,17,France,62,Toulouse Football Club
244923,J. Branger-Engone,24,Gabon,62,Oldham Athletic
223676,R. Renner,24,Austria,62,SV Mattersburg
232636,R. Hatsuse,20,Japan,62,Gamba Osaka
232892,Y. Tanaka,29,Japan,62,Hokkaido Consadole Sapporo
243132,R. Droehnle,19,France,62,US Orléans Loiret Football
231613,S. McCoulsky,21,England,62,Southend United
244157,F. Dady Ngoy,28,France,62,Grenoble Foot 38
204222,M. Dolan,25,England,62,Newport County
163774,S. Jackson,31,Canada,62,St. Mirren
230590,D. Oldaker,19,England,62,Gillingham
239038,R. Basque,23,France,62,Le Havre AC
244670,Javi Pérez,32,Spain,62,Extremadura UD
222399,C. Ogilvie,22,England,62,Gillingham
230847,Z. Elbouzedi,20,Republic of Ireland,62,Waterford FC
238271,P. Dárdai,19,Germany,62,Hertha BSC
240575,Prendes,21,Spain,62,Real Oviedo
245439,G. Ferrari,21,Argentina,62,San Lorenzo de Almagro
213696,M. Willock,21,England,62,St. Mirren
231616,E. Riis Jakobsen,20,Denmark,62,Randers FC
231872,S. Coulibaly,22,France,62,AS Nancy Lorraine
239552,M. Biamou,27,France,62,Coventry City
183744,D. Cardozo,31,Argentina,62,San Martín de San Juan
203969,E. Seidou,26,France,62,Red Star FC
222145,S. Ohlsson,25,Sweden,62,Trelleborgs FF
102593,C. Woodman,35,England,62,Exeter City
235457,V. Leikvoll Moberg,27,Norway,62,FK Bodø/Glimt
237249,D. Johnson,22,United States,62,Chicago Fire
193473,L. Öhman,26,Sweden,62,IF Brommapojkarna
232898,T. Morishima,21,Japan,62,Sanfrecce Hiroshima
237250,S. Cleveland,24,United States,62,Chicago Fire
243906,U. Nissilä,22,Finland,62,SV Zulte-Waregem
178626,J. Thompson,29,England,62,Rochdale
244418,João Lopes,22,Brazil,62,Santa Clara
208067,Lee Jin Hyung,30,Korea Republic,62,Incheon United FC
243395,C. Essers,21,Netherlands,62,Fortuna Sittard
189891,F. Franks,27,England,62,Newport County
138180,J. Campbell-Ryce,35,Jamaica,62,Stevenage
242116,M. Etuin,22,France,62,FC Lorient
191684,Jung San,29,Korea Republic,62,Incheon United FC
182469,Liu Yu,33,China PR,62,Chongqing Dangdai Lifan FC SWM Team
225734,C. Hamilton,23,England,62,Mansfield Town
229062,I. McShane,25,Scotland,62,St. Mirren
233158,Y. Misao,27,Japan,62,Kashima Antlers
244166,M. Pribula,32,Slovakia,62,Zagłębie Sosnowiec
193478,J. Grimes,27,England,62,Macclesfield Town
176839,E. Nouri,32,Azerbaijan,62,Kalmar FF
52679,J. Murphy,36,Republic of Ireland,62,Bury
245704,Martí Vilá,19,Spain,62,CF Reus Deportiu
214473,K. Piedrahita,27,United States,62,La Equidad
235465,Seo Young Jae,23,Korea Republic,62,MSV Duisburg
203210,Y. Songo'o,26,Cameroon,62,Plymouth Argyle
181962,Lang Zheng,31,China PR,62,Hebei China Fortune FC
212683,J. Matt,28,Jamaica,62,Newport County
226507,J. Yates,21,England,62,Carlisle United
229324,A. Baker,21,Wales,62,Sheffield Wednesday
235980,I. Morales,18,Chile,62,Colo-Colo
237772,M. Verreth,20,Belgium,62,PSV
181964,Zhu Ting,32,China PR,62,Dalian YiFang FC
215501,E. Bajrami,25,FYR Macedonia,62,SKN St. Pölten
170445,A. Mangan,31,England,62,Accrington Stanley
237005,K. Baccus,20,Australia,62,Western Sydney Wanderers
224718,T. Antalyalı,23,Turkey,62,BB Erzurumspor
232910,S. Takahashi,26,Japan,62,Júbilo Iwata
233934,A. Ramsdale,20,England,62,Bournemouth
236750,S. Sørli,22,Norway,62,Kristiansund BK
202959,Choi Hyun Tae,30,Korea Republic,62,Jeju United FC
206031,Jefté,24,Spain,62,SV Mattersburg
235215,G. Crociata,20,Italy,62,Crotone
243919,V. Pinson,22,France,62,Stade de Reims
216272,D. Williams,30,England,62,Accrington Stanley
171984,K. Lejeune,33,France,62,AC Ajaccio
239312,D. Avounou,20,Congo,62,US Orléans Loiret Football
241872,S. Barreto,19,Argentina,62,Independiente
242128,T. Sawada,27,Japan,62,V-Varen Nagasaki
209361,T. Payne,24,New Zealand,62,
233169,M. Yamane,24,Japan,62,Shonan Bellmare
238801,J. Dem,25,Germany,62,SG Sonnenhof Großaspach
224466,Ba Dun,22,China PR,62,Beijing Sinobo Guoan FC
233426,A. Georgiou,21,Cyprus,62,Tottenham Hotspur
245714,Álex Blanco,19,Spain,62,Valencia CF
193235,J. Kotzke,28,Germany,62,FC Ingolstadt 04
235476,I. Varone,25,Italy,62,Cosenza
238036,J. Cejas,20,Argentina,62,Estudiantes de La Plata
212693,T. Söderström,24,Sweden,62,IF Brommapojkarna
221653,Fran Serrano,23,Spain,62,Granada CF
237781,K. Fujimoto,32,Japan,62,Cerezo Osaka
243157,I. Moreno,20,Mexico,62,Club América
245717,Lucas Rodrigues,18,Brazil,62,Moreirense FC
189909,S. Slocombe,30,England,62,Lincoln City
221398,J. Araya,22,Chile,62,Colo-Colo
224982,A. Palumbo,21,Italy,62,US Salernitana 1919
238038,J. Wehrmann,19,Netherlands,62,Feyenoord
243926,R. Taillan,26,France,62,AS Béziers
244694,C. Sabaly,19,Senegal,62,FC Metz
246230,M. Phaeton,18,France,62,En Avant de Guingamp
190934,P. Uscanga,27,Mexico,62,Querétaro
244183,J. Konings,20,Netherlands,62,Heracles Almelo
244695,A. Ndiaye,18,Senegal,62,FC Metz
245719,A. Groiß,20,Germany,62,Karlsruher SC
204248,C. Gameiro,25,Australia,62,Central Coast Mariners
223960,I. Buckley-Ricketts,20,England,62,Peterborough United
226264,F. Ahumada,22,Chile,62,CD Palestino
229848,A. Vaikla,21,Estonia,62,Kristiansund BK
236760,Kike,21,Spain,62,Real Valladolid CF
240600,A. Al Asmari,21,Saudi Arabia,62,Ohod Club
242648,A. Roldan,21,United States,62,Seattle Sounders FC
201945,D. Amankwaa,24,Denmark,62,Heart of Midlothian
206297,S. Balić,28,Montenegro,62,Zagłębie Lubin
218585,S. Griffin,23,Republic of Ireland,62,Cork City
245209,M. Sadílek,19,Czech Republic,62,PSV
199130,G. Jansson,32,Sweden,62,IFK Norrköping
216794,C. Duffus,22,Republic of Ireland,62,Waterford FC
232410,F. Escales,22,France,62,Olympique de Marseille
244954,A. Silva Quiroga,25,Uruguay,62,San Martín de San Juan
223963,C. Humphreys-Grant,19,England,62,Manchester City
237787,N. Sakemoto,33,Japan,62,Cerezo Osaka
244955,G. Rodríguez,24,Uruguay,62,San Martín de San Juan
245211,J. Teze,18,Netherlands,62,PSV
236764,A. Tanaka,19,Japan,62,Kawasaki Frontale
221149,H. Kyprianou,21,Cyprus,62,Southend United
233181,S. Otsuki,29,Japan,62,Vissel Kobe
237789,Y. Kimoto,24,Japan,62,Cerezo Osaka
245213,Baba Fernandes,18,Guinea Bissau,62,Vitória de Setúbal
135646,L. Walthert,34,Switzerland,62,Neuchâtel Xamax
218846,E. Ávila,31,Colombia,62,Jaguares de Córdoba
239582,P. Puchegger,23,Austria,62,SKN St. Pölten
220383,Aarón,22,Spain,62,Granada CF
157407,B. Clarke,32,Republic of Ireland,62,St. Patrick's Athletic
166879,L. Grorud,34,Norway,62,Sandefjord Fotball
234207,J. Kitolano,18,Norway,62,Wolverhampton Wanderers
242911,Zhang Yu,24,China PR,62,Beijing Sinobo Guoan FC
200928,O. Banks,25,England,62,Tranmere Rovers
214752,C. Ponce,26,Chile,62,CD Everton de Viña del Mar
220640,Abeledo,22,Spain,62,Gimnàstic de Tarragona
241889,A. McDonald,17,Scotland,62,Heart of Midlothian
217826,J. Laurent,23,England,62,Shrewsbury
242914,K. Nakamura,17,Japan,62,Gamba Osaka
222947,T. Davies,26,England,62,Coventry City
242147,W. Piñones,30,Chile,62,Unión La Calera
243939,A. Nouri,23,France,62,AS Béziers
207588,A. Tideman,25,Sweden,62,Trelleborgs FF
232164,H. Robstad,27,Norway,62,IK Start
244708,K. Goden,19,Germany,62,1. FC Nürnberg
211173,S. Al Shehri,24,Saudi Arabia,62,Al Raed
243429,Alberto Redondo,21,Spain,62,Getafe CF
232678,K. Shimura,22,Japan,62,Júbilo Iwata
237286,A. Connolly,18,Republic of Ireland,62,Brighton & Hove Albion
194790,H. Davis,26,England,62,Grimsby Town
